{'ticket': 203911706, 'order': 0, 'time': 1732166195, 'time_msc': 1732166195566, 'type': 2, 'entry': 0, 'magic': 0, 'position_id': 0, 'reason': 0, 'volume': 0.0, 'price': 0.0, 'commission': 0.0, 'swap': 0.0, 'profit': 6500.0, 'fee': 0.0, 'symbol': '', 'comment': 'D-ALLINT-USC-INT-2069944419', 'external_id': ''}
{'ticket': 204202722, 'order': 266650652, 'time': 1732177003, 'time_msc': 1732177003687, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 266650652, 'reason': 3, 'volume': 0.01, 'price': 2663.6150000000002, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204205356, 'order': 266654336, 'time': 1732177184, 'time_msc': 1732177184336, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 266650652, 'reason': 5, 'volume': 0.01, 'price': 2664.615, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2664.615]', 'external_id': ''}
{'ticket': 204206008, 'order': 266654941, 'time': 1732177184, 'time_msc': 1732177184607, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 266654941, 'reason': 3, 'volume': 0.01, 'price': 2664.959, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204215416, 'order': 266664802, 'time': 1732177309, 'time_msc': 1732177309326, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 266654941, 'reason': 5, 'volume': 0.01, 'price': 2665.959, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2665.959]', 'external_id': ''}
{'ticket': 204215777, 'order': 266665116, 'time': 1732177310, 'time_msc': 1732177310584, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 266665116, 'reason': 3, 'volume': 0.01, 'price': 2666.044, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204233613, 'order': 266685849, 'time': 1732177785, 'time_msc': 1732177785525, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 266665116, 'reason': 5, 'volume': 0.01, 'price': 2667.044, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2667.044]', 'external_id': ''}
{'ticket': 204233783, 'order': 266685998, 'time': 1732177785, 'time_msc': 1732177785822, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 266685998, 'reason': 3, 'volume': 0.01, 'price': 2667.206, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204237148, 'order': 266689349, 'time': 1732177814, 'time_msc': 1732177814433, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 266689349, 'reason': 3, 'volume': 0.16, 'price': 2667.676, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DCA NGHICH 4', 'external_id': ''}
{'ticket': 204241558, 'order': 266694086, 'time': 1732177861, 'time_msc': 1732177861473, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 266685998, 'reason': 5, 'volume': 0.01, 'price': 2668.206, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2668.206]', 'external_id': ''}
{'ticket': 204241898, 'order': 266694433, 'time': 1732177862, 'time_msc': 1732177862056, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 266694433, 'reason': 3, 'volume': 0.01, 'price': 2668.3160000000003, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204253836, 'order': 266707984, 'time': 1732178151, 'time_msc': 1732178151651, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 266694433, 'reason': 5, 'volume': 0.01, 'price': 2669.316, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2669.316]', 'external_id': ''}
{'ticket': 204254801, 'order': 266708859, 'time': 1732178151, 'time_msc': 1732178151984, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 266708859, 'reason': 3, 'volume': 0.01, 'price': 2669.761, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204298409, 'order': 266758652, 'time': 1732179157, 'time_msc': 1732179157745, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 266758652, 'reason': 3, 'volume': 0.02, 'price': 2666.674, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DCA NGHICH 1', 'external_id': ''}
{'ticket': 204315498, 'order': 266778161, 'time': 1732179556, 'time_msc': 1732179556459, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 266708859, 'reason': 5, 'volume': 0.01, 'price': 2668.703, 'commission': 0.0, 'swap': 0.0, 'profit': -1.1, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2668.703]', 'external_id': ''}
{'ticket': 204315534, 'order': 266778163, 'time': 1732179556, 'time_msc': 1732179556465, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 266758652, 'reason': 5, 'volume': 0.02, 'price': 2668.703, 'commission': 0.0, 'swap': 0.0, 'profit': 4.1, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2668.703]', 'external_id': ''}
{'ticket': 204315733, 'order': 266778377, 'time': 1732179557, 'time_msc': 1732179557029, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 266778377, 'reason': 3, 'volume': 0.01, 'price': 2668.86, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204320959, 'order': 266784344, 'time': 1732179660, 'time_msc': 1732179660368, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 266778377, 'reason': 5, 'volume': 0.01, 'price': 2669.86, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2669.860]', 'external_id': ''}
{'ticket': 204321266, 'order': 266784656, 'time': 1732179660, 'time_msc': 1732179660801, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 266784656, 'reason': 3, 'volume': 0.01, 'price': 2669.977, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204325685, 'order': 266789366, 'time': 1732179729, 'time_msc': 1732179729993, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 266784656, 'reason': 5, 'volume': 0.01, 'price': 2670.977, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2670.977]', 'external_id': ''}
{'ticket': 204326475, 'order': 266789988, 'time': 1732179730, 'time_msc': 1732179730327, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 266789988, 'reason': 3, 'volume': 0.01, 'price': 2671.356, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204326522, 'order': 266790131, 'time': 1732179730, 'time_msc': 1732179730484, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 266790131, 'reason': 3, 'volume': 0.32, 'price': 2671.196, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DCA NGHICH 5', 'external_id': ''}
{'ticket': 204354574, 'order': 266822568, 'time': 1732180490, 'time_msc': 1732180490337, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 266822568, 'reason': 3, 'volume': 0.02, 'price': 2668.234, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DCA NGHICH 1', 'external_id': ''}
{'ticket': 204357510, 'order': 266825718, 'time': 1732180528, 'time_msc': 1732180528971, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 266591374, 'reason': 3, 'volume': 0.08, 'price': 2667.468, 'commission': 0.0, 'swap': 0.0, 'profit': -24.3, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '', 'external_id': ''}
{'ticket': 204357512, 'order': 266825714, 'time': 1732180528, 'time_msc': 1732180528972, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 266822568, 'reason': 3, 'volume': 0.02, 'price': 2667.308, 'commission': 0.0, 'swap': 0.0, 'profit': -1.9, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '', 'external_id': ''}
{'ticket': 204357513, 'order': 266825716, 'time': 1732180528, 'time_msc': 1732180528972, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 266789988, 'reason': 3, 'volume': 0.01, 'price': 2667.308, 'commission': 0.0, 'swap': 0.0, 'profit': -4.1, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '', 'external_id': ''}
{'ticket': 204357514, 'order': 266825720, 'time': 1732180528, 'time_msc': 1732180528972, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 266387666, 'reason': 3, 'volume': 0.02, 'price': 2667.468, 'commission': 0.0, 'swap': 0.0, 'profit': -18.2, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '', 'external_id': ''}
{'ticket': 204357515, 'order': 266825715, 'time': 1732180528, 'time_msc': 1732180528973, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 266790131, 'reason': 3, 'volume': 0.32, 'price': 2667.468, 'commission': 0.0, 'swap': 0.0, 'profit': 119.3, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '', 'external_id': ''}
{'ticket': 204357516, 'order': 266825717, 'time': 1732180528, 'time_msc': 1732180528974, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 266689349, 'reason': 3, 'volume': 0.16, 'price': 2667.468, 'commission': 0.0, 'swap': 0.0, 'profit': 3.3, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '', 'external_id': ''}
{'ticket': 204357517, 'order': 266825721, 'time': 1732180528, 'time_msc': 1732180528974, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 266288688, 'reason': 3, 'volume': 0.01, 'price': 2667.468, 'commission': 0.0, 'swap': 0.0, 'profit': -12.3, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '', 'external_id': ''}
{'ticket': 204357518, 'order': 266825719, 'time': 1732180528, 'time_msc': 1732180528976, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 266421951, 'reason': 3, 'volume': 0.04, 'price': 2667.468, 'commission': 0.0, 'swap': 0.0, 'profit': -24.3, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '', 'external_id': ''}
{'ticket': 204357553, 'order': 266825761, 'time': 1732180529, 'time_msc': 1732180529424, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 266825761, 'reason': 3, 'volume': 0.01, 'price': 2667.6040000000003, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204357564, 'order': 266825775, 'time': 1732180529, 'time_msc': 1732180529579, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 266825775, 'reason': 3, 'volume': 0.01, 'price': 2667.444, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204363341, 'order': 266832217, 'time': 1732180647, 'time_msc': 1732180647599, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 266825775, 'reason': 5, 'volume': 0.01, 'price': 2666.444, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2666.444]', 'external_id': ''}
{'ticket': 204386315, 'order': 266859807, 'time': 1732181390, 'time_msc': 1732181390429, 'type': 1, 'entry': 1, 'magic': 0, 'position_id': 266825761, 'reason': 0, 'volume': 0.01, 'price': 2665.632, 'commission': 0.0, 'swap': 0.0, 'profit': -2.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '', 'external_id': ''}
{'ticket': 204386323, 'order': 266859814, 'time': 1732181391, 'time_msc': 1732181391149, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 266859814, 'reason': 3, 'volume': 0.01, 'price': 2665.759, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204386324, 'order': 266859820, 'time': 1732181391, 'time_msc': 1732181391309, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 266859820, 'reason': 3, 'volume': 0.01, 'price': 2665.599, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204387342, 'order': 266861230, 'time': 1732181444, 'time_msc': 1732181444520, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 266859814, 'reason': 5, 'volume': 0.01, 'price': 2666.759, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2666.759]', 'external_id': ''}
{'ticket': 204394109, 'order': 266869756, 'time': 1732181737, 'time_msc': 1732181737965, 'type': 0, 'entry': 1, 'magic': 0, 'position_id': 266859820, 'reason': 0, 'volume': 0.01, 'price': 2666.523, 'commission': 0.0, 'swap': 0.0, 'profit': -0.9, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '', 'external_id': ''}
{'ticket': 204394111, 'order': 266869762, 'time': 1732181738, 'time_msc': 1732181738532, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 266869762, 'reason': 3, 'volume': 0.01, 'price': 2666.497, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204394113, 'order': 266869766, 'time': 1732181738, 'time_msc': 1732181738691, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 266869766, 'reason': 3, 'volume': 0.01, 'price': 2666.337, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204396846, 'order': 266873093, 'time': 1732181841, 'time_msc': 1732181841222, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 266869766, 'reason': 5, 'volume': 0.01, 'price': 2665.337, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2665.337]', 'external_id': ''}
{'ticket': 204406995, 'order': 266885326, 'time': 1732182201, 'time_msc': 1732182201436, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 266885326, 'reason': 3, 'volume': 0.01, 'price': 2665.33, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204415455, 'order': 266895111, 'time': 1732182431, 'time_msc': 1732182431668, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 266885326, 'reason': 5, 'volume': 0.01, 'price': 2664.33, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2664.330]', 'external_id': ''}
{'ticket': 204415642, 'order': 266895280, 'time': 1732182432, 'time_msc': 1732182432388, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 266895280, 'reason': 3, 'volume': 0.01, 'price': 2664.4320000000002, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204433534, 'order': 266916139, 'time': 1732182909, 'time_msc': 1732182909019, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 266869762, 'reason': 5, 'volume': 0.01, 'price': 2667.497, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2667.497]', 'external_id': ''}
{'ticket': 204463376, 'order': 266952563, 'time': 1732183873, 'time_msc': 1732183873982, 'type': 0, 'entry': 1, 'magic': 0, 'position_id': 266895280, 'reason': 0, 'volume': 0.01, 'price': 2665.5, 'commission': 0.0, 'swap': 0.0, 'profit': -1.1, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '', 'external_id': ''}
{'ticket': 204463394, 'order': 266952578, 'time': 1732183874, 'time_msc': 1732183874441, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 266952578, 'reason': 3, 'volume': 0.01, 'price': 2665.524, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204463400, 'order': 266952585, 'time': 1732183874, 'time_msc': 1732183874602, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 266952585, 'reason': 3, 'volume': 0.01, 'price': 2665.364, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204464056, 'order': 266953313, 'time': 1732183886, 'time_msc': 1732183886387, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 266952578, 'reason': 5, 'volume': 0.01, 'price': 2666.524, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2666.524]', 'external_id': ''}
{'ticket': 204468043, 'order': 266957418, 'time': 1732183904, 'time_msc': 1732183904387, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 266957418, 'reason': 3, 'volume': 0.02, 'price': 2668.406, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DCA NGHICH 1', 'external_id': ''}
{'ticket': 204469821, 'order': 266959469, 'time': 1732183938, 'time_msc': 1732183938132, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 266959469, 'reason': 3, 'volume': 0.01, 'price': 2668.206, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204492111, 'order': 266989357, 'time': 1732185137, 'time_msc': 1732185137103, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 266959469, 'reason': 5, 'volume': 0.01, 'price': 2669.206, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2669.206]', 'external_id': ''}
{'ticket': 204492435, 'order': 266989665, 'time': 1732185137, 'time_msc': 1732185137539, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 266989665, 'reason': 3, 'volume': 0.01, 'price': 2669.551, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 204546881, 'order': 267057787, 'time': 1732187588, 'time_msc': 1732187588079, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 266989665, 'reason': 5, 'volume': 0.01, 'price': 2670.551, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2670.551]', 'external_id': ''}
{'ticket': 204552736, 'order': 267064255, 'time': 1732187713, 'time_msc': 1732187713432, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 267064255, 'reason': 3, 'volume': 0.04, 'price': 2671.554, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DCA NGHICH 2', 'external_id': ''}
{'ticket': 204634255, 'order': 267162338, 'time': 1732190625, 'time_msc': 1732190625495, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 267064255, 'reason': 5, 'volume': 0.04, 'price': 2668.77, 'commission': 0.0, 'swap': 0.0, 'profit': 11.1, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2668.770]', 'external_id': ''}
{'ticket': 204634260, 'order': 267162334, 'time': 1732190625, 'time_msc': 1732190625496, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 266957418, 'reason': 5, 'volume': 0.02, 'price': 2668.77, 'commission': 0.0, 'swap': 0.0, 'profit': -0.7, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2668.770]', 'external_id': ''}
{'ticket': 204634269, 'order': 267162329, 'time': 1732190625, 'time_msc': 1732190625497, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 266952585, 'reason': 5, 'volume': 0.01, 'price': 2668.77, 'commission': 0.0, 'swap': 0.0, 'profit': -3.4, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2668.770]', 'external_id': ''}
{'ticket': 205353128, 'order': 267996557, 'time': 1732207283, 'time_msc': 1732207283351, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 267996557, 'reason': 3, 'volume': 0.01, 'price': 2665.4230000000002, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 205353137, 'order': 267996565, 'time': 1732207283, 'time_msc': 1732207283656, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 267996565, 'reason': 3, 'volume': 0.01, 'price': 2665.263, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 205359068, 'order': 268003378, 'time': 1732207475, 'time_msc': 1732207475488, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 267996565, 'reason': 5, 'volume': 0.01, 'price': 2664.263, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2664.263]', 'external_id': ''}
